mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.018748044967651367,0.006245494681368827,0.0,0.0,mse,100,sqrt,best,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'sqrt', 'splitter': 'best'}",-12.037851583471406,-7.1634785687177,-7.355766579915125,-6.393557200154515,-9.222545583944315,-8.434639903240612,2.02730200814992,67
0.006250190734863281,0.0076548899759637905,0.0031081676483154298,0.0062163352966308595,mse,100,sqrt,random,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'sqrt', 'splitter': 'random'}",-11.57043919417957,-8.225250554368234,-6.6688573107182485,-5.827716858410153,-8.808370233791642,-8.22012683029357,1.9849791981703713,36
0.018747854232788085,0.00628510820405569,0.0031392574310302734,0.006278514862060547,mse,100,log2,best,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'log2', 'splitter': 'best'}",-11.6490584199752,-7.728155491551679,-7.578716653004871,-7.005775095333,-10.069442401006107,-8.806229612174171,1.7656755376926012,120
0.009373712539672851,0.007653611623175086,0.0,0.0,mse,100,log2,random,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'log2', 'splitter': 'random'}",-12.62451039982417,-7.662956475473638,-7.357119751196556,-5.657385896349996,-10.627691962584452,-8.785932897085761,2.498685377755726,115
0.01874856948852539,0.006243206575298798,0.0031238079071044924,0.006247615814208986,mse,100,2,best,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 2, 'splitter': 'best'}",-10.223478403855468,-7.980561537444501,-7.246220439814697,-6.692728022270274,-10.111029871317369,-8.450803654940461,1.4602537557838742,69
0.009371709823608399,0.007651970211056104,0.003127574920654297,0.006255149841308594,mse,100,2,random,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 2, 'splitter': 'random'}",-11.025370773263562,-7.20771250907536,-9.563570196840137,-8.089982131528556,-9.916824350570902,-9.160691992255703,1.3543723575843638,138
0.02187314033508301,0.007655787952616555,0.0,0.0,mse,120,sqrt,best,"{'criterion': 'mse', 'max_depth': 120, 'max_features': 'sqrt', 'splitter': 'best'}",-13.343294925174067,-7.039301402105157,-6.786198192705042,-6.20870436666541,-10.171022281220228,-8.709704233573982,2.69632099634204,100
0.0062500953674316405,0.0076547723954878254,0.003121757507324219,0.006243515014648438,mse,120,sqrt,random,"{'criterion': 'mse', 'max_depth': 120, 'max_features': 'sqrt', 'splitter': 'random'}",-10.771609746543625,-8.496126514638856,-7.135452898823595,-8.694185442580723,-8.805364220062314,-8.780547764529823,1.1627239300797845,110
0.015624618530273438,7.519224570107882e-06,0.006247997283935547,0.007652202643339712,mse,120,log2,best,"{'criterion': 'mse', 'max_depth': 120, 'max_features': 'log2', 'splitter': 'best'}",-12.772436016190275,-7.353061154378134,-7.6736265480214305,-6.310011210531932,-9.506054242054411,-8.723037834235237,2.2720712122915954,102
0.009373903274536133,0.007653760330590458,0.0,0.0,mse,120,log2,random,"{'criterion': 'mse', 'max_depth': 120, 'max_features': 'log2', 'splitter': 'random'}",-10.376233804726034,-8.543400800161688,-6.734004185599185,-6.012583837355214,-9.397273531712164,-8.212699231910857,1.6260693980336314,35
0.018745613098144532,0.006252676850011693,0.0,0.0,mse,120,2,best,"{'criterion': 'mse', 'max_depth': 120, 'max_features': 2, 'splitter': 'best'}",-13.778675523953561,-7.38171482421739,-7.055737288089871,-6.71977894297093,-9.597349866760796,-8.90665128919851,2.636186988417595,130
0.009694480895996093,0.007933053086809989,0.0,0.0,mse,120,2,random,"{'criterion': 'mse', 'max_depth': 120, 'max_features': 2, 'splitter': 'random'}",-10.637334770879749,-7.121180936590058,-7.862850410914308,-5.837841527735771,-8.958352528958422,-8.083512035015662,1.6312673097118782,21
0.01562609672546387,4.0167693497949005e-06,0.006249761581420899,0.00765436357830972,mse,150,sqrt,best,"{'criterion': 'mse', 'max_depth': 150, 'max_features': 'sqrt', 'splitter': 'best'}",-12.532553453466093,-7.491994384404032,-6.975406413841457,-6.159889190460041,-8.302785318315959,-8.292525752097514,2.231669002920195,50
0.009373617172241212,0.007653531210559525,0.0031232833862304688,0.0062465667724609375,mse,150,sqrt,random,"{'criterion': 'mse', 'max_depth': 150, 'max_features': 'sqrt', 'splitter': 'random'}",-15.789759125055323,-9.89684769068993,-7.081019684879221,-6.423482647018147,-9.407460308623286,-9.719713891253182,3.3106547797496173,166
0.015602588653564453,3.385913183990872e-05,0.0031427383422851563,0.006285476684570313,mse,150,log2,best,"{'criterion': 'mse', 'max_depth': 150, 'max_features': 'log2', 'splitter': 'best'}",-12.52839809667476,-7.38329055319221,-7.418318312861345,-6.543209259766613,-10.034799636227115,-8.78160317174441,2.2105747975998087,111
0.01249995231628418,0.006249979855023688,0.0,0.0,mse,150,log2,random,"{'criterion': 'mse', 'max_depth': 150, 'max_features': 'log2', 'splitter': 'random'}",-11.25598125671268,-7.6825707356912485,-7.22709442547496,-6.735756457908896,-9.061746194232363,-8.39262981400403,1.6281513547270432,60
0.015622377395629883,4.238221367509646e-06,0.0,0.0,mse,150,2,best,"{'criterion': 'mse', 'max_depth': 150, 'max_features': 2, 'splitter': 'best'}",-12.483992903279058,-6.870462228059634,-7.251566015992067,-7.502174355352892,-7.08693889239003,-8.239026879014736,2.1325122779274013,40
0.009392023086547852,0.007668623146644591,0.0031221389770507814,0.006244277954101563,mse,150,2,random,"{'criterion': 'mse', 'max_depth': 150, 'max_features': 2, 'splitter': 'random'}",-11.085605001645591,-7.191041422641108,-7.34059276237044,-6.807278937370576,-8.847741660649763,-8.254451956935494,1.5765602161414973,42
0.01872868537902832,0.00625677731966163,0.0031284332275390626,0.006256866455078125,mse,200,sqrt,best,"{'criterion': 'mse', 'max_depth': 200, 'max_features': 'sqrt', 'splitter': 'best'}",-12.530271001958953,-7.704275939603,-6.699937517355762,-6.1184701221132025,-10.11636832553952,-8.633864581314088,2.379546955341382,92
0.012514352798461914,0.0062572524223138215,0.0,0.0,mse,200,sqrt,random,"{'criterion': 'mse', 'max_depth': 200, 'max_features': 'sqrt', 'splitter': 'random'}",-11.869008369853265,-8.14350015586562,-7.247050498250525,-7.26726604059763,-10.139043022961017,-8.933173617505613,1.8063825796441901,131
0.021872854232788085,0.007653293339942258,0.0,0.0,mse,200,log2,best,"{'criterion': 'mse', 'max_depth': 200, 'max_features': 'log2', 'splitter': 'best'}",-11.368052073138385,-7.413566052904919,-7.429618832761616,-6.706864428655882,-8.220008968184755,-8.227622071129112,1.641618636178889,38
0.009357118606567382,0.007640106639078903,0.003125619888305664,0.006251239776611328,mse,200,log2,random,"{'criterion': 'mse', 'max_depth': 200, 'max_features': 'log2', 'splitter': 'random'}",-10.235063641451298,-7.4967867456665855,-7.9232409124476915,-5.963399159475621,-9.827450108898832,-8.289188113588006,1.5699549724200523,49
0.01880497932434082,0.006222437229668158,0.003124523162841797,0.006249046325683594,mse,200,2,best,"{'criterion': 'mse', 'max_depth': 200, 'max_features': 2, 'splitter': 'best'}",-14.530543940122861,-9.599871447169784,-6.88897584026182,-5.778756866870933,-8.899577372619708,-9.139545093409023,3.0229890139101077,136
0.009427785873413086,0.00769825655458964,0.0,0.0,mse,200,2,random,"{'criterion': 'mse', 'max_depth': 200, 'max_features': 2, 'splitter': 'random'}",-10.689306969522475,-8.263069762204648,-7.772238307620784,-6.085720971815627,-10.662418110531283,-8.694550824338963,1.7716875130623806,98
0.009375190734863282,0.007654814421693012,0.0,0.0,friedman_mse,2,sqrt,best,"{'criterion': 'friedman_mse', 'max_depth': 2, 'max_features': 'sqrt', 'splitter': 'best'}",-13.988557344188965,-9.25443313067957,-7.098972650082089,-5.774972162686796,-10.972413555159328,-9.417869768559349,2.8976711216432793,153
0.0031243324279785155,0.006248664855957031,0.003124427795410156,0.006248855590820312,friedman_mse,2,sqrt,random,"{'criterion': 'friedman_mse', 'max_depth': 2, 'max_features': 'sqrt', 'splitter': 'random'}",-16.080443119049082,-8.551423099996775,-9.370522073086539,-8.19697701373146,-13.249996200229678,-11.089872301218708,3.07703315046773,180
0.0031253814697265623,0.006250762939453125,0.0031241893768310545,0.006248378753662109,friedman_mse,2,log2,best,"{'criterion': 'friedman_mse', 'max_depth': 2, 'max_features': 'log2', 'splitter': 'best'}",-14.13154721716417,-10.330612773179327,-7.5422743603584665,-7.871503783099353,-14.441772990715329,-10.863542224903329,2.9580642355652556,179
0.003123044967651367,0.006246089935302734,0.0,0.0,friedman_mse,2,log2,random,"{'criterion': 'friedman_mse', 'max_depth': 2, 'max_features': 'log2', 'splitter': 'random'}",-15.019178185375212,-8.036159553152432,-7.479100401654639,-7.755952427360807,-13.087377547825705,-10.275553623073758,3.1493413399407633,175
0.003127384185791016,0.0062547683715820325,0.003107118606567383,0.006214237213134766,friedman_mse,2,2,best,"{'criterion': 'friedman_mse', 'max_depth': 2, 'max_features': 2, 'splitter': 'best'}",-15.125277435361816,-8.218233346479497,-9.354593576541294,-5.6396328145004,-14.532698882620492,-10.5740872111007,3.681575509795019,178
0.0031251907348632812,0.0062503814697265625,0.0031239986419677734,0.006247997283935547,friedman_mse,2,2,random,"{'criterion': 'friedman_mse', 'max_depth': 2, 'max_features': 2, 'splitter': 'random'}",-11.774188338403494,-8.547312131857502,-8.57117045641517,-7.366672076202709,-10.45940088378185,-9.343748777332147,1.5679117932460997,147
0.009957408905029297,0.00877454225215077,0.005808401107788086,0.006974969955571932,friedman_mse,5,sqrt,best,"{'criterion': 'friedman_mse', 'max_depth': 5, 'max_features': 'sqrt', 'splitter': 'best'}",-13.104821790016523,-7.140651344889032,-6.934113299501558,-7.741650897414104,-9.075266721264454,-8.799300810617135,2.278698485037794,118
0.00633387565612793,0.007758125676197663,0.003141307830810547,0.006282615661621095,friedman_mse,5,sqrt,random,"{'criterion': 'friedman_mse', 'max_depth': 5, 'max_features': 'sqrt', 'splitter': 'random'}",-10.21634116766148,-10.261106418015162,-7.090264126012992,-6.918664625996215,-8.25880470033908,-8.549036207604988,1.4547475412017368,78
0.009444236755371094,0.0077315081628688085,0.006383419036865234,0.007871631122195112,friedman_mse,5,log2,best,"{'criterion': 'friedman_mse', 'max_depth': 5, 'max_features': 'log2', 'splitter': 'best'}",-12.05104455928548,-7.877223589713752,-7.364705877295969,-6.330031288315372,-12.115610468384608,-9.147723156599037,2.4482784766074244,137
0.007420587539672852,0.006364928695272755,0.0014718532562255859,0.001814937411150879,friedman_mse,5,log2,random,"{'criterion': 'friedman_mse', 'max_depth': 5, 'max_features': 'log2', 'splitter': 'random'}",-12.464879808562976,-8.02255507945706,-5.937266031494152,-6.9474725661029595,-8.77402287780277,-8.429239272683983,2.2350044970758853,66
0.01114187240600586,0.006288058711674427,0.0008040904998779297,0.0016081809997558593,friedman_mse,5,2,best,"{'criterion': 'friedman_mse', 'max_depth': 5, 'max_features': 2, 'splitter': 'best'}",-14.101929954000427,-6.9443101599382935,-6.178973483376822,-7.7140065694585305,-9.496430672263276,-8.88713016780747,2.8302037065276617,128
0.009454774856567382,0.0077199125762797745,0.0,0.0,friedman_mse,5,2,random,"{'criterion': 'friedman_mse', 'max_depth': 5, 'max_features': 2, 'splitter': 'random'}",-16.050790717278424,-8.891695246365462,-8.744614252926482,-7.206196994791292,-7.5262024382744315,-9.683899929927218,3.250901857700398,164
0.015770912170410156,0.0001504170703733364,0.0031250476837158202,0.0062500953674316405,friedman_mse,10,sqrt,best,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'sqrt', 'splitter': 'best'}",-11.083640937035195,-9.14427318175716,-7.090434586197676,-9.27044104161822,-9.996657654223503,-9.317089480166352,1.309393028819559,144
0.003972434997558593,0.006056304955592049,0.005460596084594727,0.005736250786528027,friedman_mse,10,sqrt,random,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'sqrt', 'splitter': 'random'}",-10.088861563359282,-8.024517324526144,-7.014330252167566,-6.719495654905501,-8.452528115065709,-8.05994658200484,1.1968286168983644,18
0.018863964080810546,0.0063866989571146355,0.0,0.0,friedman_mse,10,log2,best,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'log2', 'splitter': 'best'}",-12.302215786158957,-10.520072996943808,-7.080679596204178,-5.317010538183596,-7.396971507245937,-8.523390084947295,2.525762003658358,77
0.009434747695922851,0.008527468170907267,0.0,0.0,friedman_mse,10,log2,random,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'log2', 'splitter': 'random'}",-12.075518187581865,-7.993277663206877,-7.978691179092653,-6.674316826069687,-9.049649031190958,-8.754290577428408,1.8234459324754686,106
0.015808629989624023,0.0002692445042467457,0.0030098915100097655,0.006019783020019532,friedman_mse,10,2,best,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 2, 'splitter': 'best'}",-12.457451911729121,-6.965796478023857,-6.321405774060411,-6.523037742384196,-8.64215854325296,-8.18197008989011,2.2884209657588985,33
0.009416007995605468,0.0076882240445858155,0.0,0.0,friedman_mse,10,2,random,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 2, 'splitter': 'random'}",-11.871809032389574,-6.565309926809891,-7.160779187478757,-6.983728290533568,-7.274284777231782,-7.971182242888714,1.9651387135755722,12
0.02202153205871582,0.007741960776608519,0.0031402111053466797,0.006280422210693359,friedman_mse,20,sqrt,best,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'sqrt', 'splitter': 'best'}",-10.594592395807616,-7.325100173985394,-7.393129513523656,-6.736057894546583,-9.807805029358935,-8.371337001444436,1.5317926811287508,57
0.012530899047851563,0.006310813440298193,0.003124713897705078,0.006249427795410156,friedman_mse,20,sqrt,random,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'sqrt', 'splitter': 'random'}",-11.557890596303395,-7.918719788378196,-7.123260058028746,-5.697456448854894,-10.291241672139433,-8.517713712740933,2.128155194396376,76
0.021872901916503908,0.007685778602231067,0.003124904632568359,0.006249809265136718,friedman_mse,20,log2,best,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'log2', 'splitter': 'best'}",-9.937972416863477,-7.210176645555083,-6.8449511481233785,-5.407799798633071,-8.300527868439255,-7.540285575522853,1.5143862118551799,2
0.006251907348632813,0.007656992389619318,0.0,0.0,friedman_mse,20,log2,random,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'log2', 'splitter': 'random'}",-16.21424793086052,-8.992513650602131,-7.680976403893776,-5.784173811234082,-10.457010231539918,-9.825784405626084,3.545139488616102,170
0.021872186660766603,0.007690914893620278,0.0,0.0,friedman_mse,20,2,best,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 2, 'splitter': 'best'}",-10.212809968661489,-8.07069663411681,-7.0651232455735915,-6.763420074950646,-7.650414750145766,-7.95249293468966,1.217832145176721,11
0.006249046325683594,0.007653487533536653,0.003127384185791016,0.006254768371582032,friedman_mse,20,2,random,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 2, 'splitter': 'random'}",-11.022930354399557,-8.695707997933576,-7.565731695770825,-6.462769523704182,-8.99897317296124,-8.549222548953875,1.5273181988144455,79
0.01562047004699707,8.618757437548867e-06,0.003126716613769531,0.006253433227539062,friedman_mse,30,sqrt,best,"{'criterion': 'friedman_mse', 'max_depth': 30, 'max_features': 'sqrt', 'splitter': 'best'}",-10.779013088905058,-8.209722254364918,-8.272967376817684,-5.744425942209458,-8.378010093218471,-8.276827751103118,1.5930314688000953,46
0.009372615814208984,0.007652711197548617,0.0031258583068847655,0.006251716613769531,friedman_mse,30,sqrt,random,"{'criterion': 'friedman_mse', 'max_depth': 30, 'max_features': 'sqrt', 'splitter': 'random'}",-11.664566134828235,-9.16637248845419,-7.629535138025105,-5.804518311127232,-9.729787093391154,-8.798955833165184,1.977238734710896,117
0.015623140335083007,8.300802286906794e-06,0.006249809265136718,0.007654422178831714,friedman_mse,30,log2,best,"{'criterion': 'friedman_mse', 'max_depth': 30, 'max_features': 'log2', 'splitter': 'best'}",-12.162296192107162,-9.612137135672047,-7.68845077154615,-6.0308436544613615,-8.676125974867793,-8.833970745730904,2.0434258332606086,123
