,Lon,Lat,RSRP,Region,Distance,Bearing,Gain
1952,-54.98038,-20.93802,-110.39285714285714,330,2407.306478368644,131,21.94
332,-54.96932,-20.94857,-88.10714285714286,130,2408.9714220341652,166,11.66
234,-54.96365,-20.95031,-117.0,105,2409.0781517761698,174,9.53
233,-54.96362,-20.95032,-115.17857142857143,105,2409.589987713334,174,9.53
314,-54.95691,-20.950570000000006,-96.75,111,2409.600575973888,183,7.2
1667,-54.97917,-20.94021,-113.25,301,2409.85531662955,139,20.12
242,-54.96359,-20.95034,-117.0,105,2411.194801894519,174,9.53
1954,-54.98041,-20.93805,-110.82142857142857,330,2411.5303668565693,131,21.94
324,-54.96936,-20.94858,-91.52830188679243,130,2411.762871230208,166,11.66
229,-54.96355,-20.95036,-116.07407407407408,105,2412.616379307098,174,9.53
1671,-54.9792,-20.94023,-112.52727272727272,301,2413.6715314175067,139,20.12
226,-54.96313000000001,-20.95044,-106.57142857142857,105,2413.842354219661,175,9.28
1967,-54.98043000000001,-20.93806,-111.37735849056604,330,2413.8830852527108,131,21.94
325,-54.9694,-20.94859,-89.8,130,2414.5587696477205,166,11.66
228,-54.96352,-20.95039,-116.61111111111113,105,2415.3218707692117,174,9.53
224,-54.96315,-20.950470000000006,-107.19230769230771,105,2417.4583240344873,175,9.28
227,-54.96348,-20.95042,-115.21428571428572,105,2417.8482266534115,174,9.53
323,-54.9693,-20.94867,-81.15,130,2418.080390294645,166,11.66
1969,-54.98047,-20.9381,-109.67307692307692,330,2419.5169444178287,131,21.94
284,-54.95929,-20.95079,-105.27272727272728,109,2420.4886197965507,180,7.99
333,-54.96934,-20.94868,-80.85714285714286,130,2420.8628234147773,166,11.66
326,-54.96943,-20.94864,-91.92307692307692,130,2420.8996356848697,166,11.66
222,-54.9634,-20.950470000000006,-113.6896551724138,105,2421.83777816546,175,9.28
1677,-54.97926999999999,-20.94027,-113.25,301,2422.193451452313,139,20.12
329,-54.96937,-20.94868,-81.92857142857143,130,2422.2028608404908,166,11.66
330,-54.96938000000001,-20.94868,-85.80769230769229,130,2422.650268394379,166,11.66
328,-54.96943,-20.94866,-90.42857142857143,130,2422.8960086906673,166,11.66
327,-54.96941,-20.94867,-87.82142857142857,130,2422.995880347751,166,11.66
230,-54.96336,-20.95049,-113.44,105,2423.3001947717175,175,9.28
331,-54.9694,-20.94868,-87.27777777777777,130,2423.5461749066144,166,11.66
1983,-54.9805,-20.93813,-110.46428571428572,330,2423.7437409946615,131,21.94
243,-54.9632,-20.95052,-108.16981132075472,105,2423.7723190605516,175,9.28
240,-54.963330000000006,-20.95051,-112.28571428571428,105,2424.9479227838588,175,9.28
245,-54.96321999999999,-20.95053,-106.47826086956522,105,2425.2081061247313,175,9.28
1681,-54.9793,-20.94028,-114.69230769230771,301,2425.4358453987265,139,20.12
247,-54.9633,-20.95052,-114.71428571428572,105,2425.509338135294,175,9.28
313,-54.95692,-20.95072,-99.85714285714286,111,2426.0068550029987,183,7.2
250,-54.96327,-20.95053,-110.51785714285714,105,2426.0751422506924,175,9.28
1981,-54.98053,-20.93816,-110.0,330,2427.9717324802177,131,21.94
1689,-54.97934,-20.9403,-116.60714285714286,301,2430.1416198861775,139,20.12
1980,-54.98055,-20.93817,-108.43396226415095,330,2430.3247649963178,131,21.94
1979,-54.98056999999999,-20.93818,-109.66666666666669,330,2432.6778041705957,131,21.94
1687,-54.979380000000006,-20.94031,-117.14285714285714,301,2434.274142628663,139,20.12
297,-54.95936999999999,-20.95093,-102.46428571428572,109,2435.9792576702202,180,7.99
1682,-54.97942,-20.94033,-117.89285714285714,301,2438.980073492541,139,20.12
1968,-54.98062,-20.93822,-111.17857142857143,330,2439.2602961335715,131,21.94
1974,-54.98064,-20.93825,-114.17857142857143,330,2442.5481392510674,131,21.94
315,-54.95693000000001,-20.95088,-99.45283018867924,111,2443.517533063241,183,7.2
1680,-54.97946999999999,-20.94034,-119.75,301,2444.003634913353,139,20.12
292,-54.95942,-20.95101,-98.75471698113206,109,2444.84497512634,180,7.99
1684,-54.97949000000001,-20.94034,-118.67924528301887,301,2445.7846172785144,139,20.12
1971,-54.98067,-20.938270000000006,-109.57142857142857,330,2446.3119881219864,131,21.94
1683,-54.97951,-20.94033,-119.10714285714286,301,2446.994771013376,138,20.54
1685,-54.97952,-20.94032,-119.71428571428572,301,2447.3151577983544,138,20.54
1688,-54.97954,-20.94031,-121.82142857142857,301,2448.528207966351,138,20.54
1664,-54.97958000000001,-20.94027,-122.24390243902441,301,2449.8236580104744,138,20.54
312,-54.95694,-20.95095,-100.32692307692308,111,2451.1194393128994,183,7.2
1674,-54.97961,-20.94025,-120.78571428571428,301,2451.3705963720167,138,20.54
1663,-54.98019,-20.93928,-113.00775193798451,300,2451.3992613887035,135,21.19
1668,-54.97963000000001,-20.94022,-123.14285714285714,301,2451.463191479499,138,20.54
1652,-54.9802,-20.93927,-109.0,300,2451.8015874650973,135,21.19
1989,-54.98071,-20.93831,-113.45833333333331,330,2451.9556790284237,131,21.94
1650,-54.9802,-20.93928,-110.80733944954129,300,2452.3187800486453,135,21.19
1653,-54.98019,-20.9393,-108.17307692307692,300,2452.4352068014705,135,21.19
1657,-54.98022,-20.93925,-107.60714285714286,300,2452.608864796133,135,21.19
1654,-54.98019,-20.93931,-109.2,300,2452.9537650341276,135,21.19
1609,-54.97966,-20.9402,-123.32142857142857,300,2453.0207104385413,138,20.54
1662,-54.98024,-20.93923,-102.75,300,2453.4196394792307,135,21.19
1970,-54.98073,-20.93832,-114.34615384615385,330,2454.3090760570603,131,21.94
1993,-54.98028000000001,-20.93918,-109.50909090909092,330,2454.5395454402037,134,21.42
1610,-54.97969000000001,-20.94018,-123.21428571428572,300,2454.5832064019946,138,20.54
1659,-54.9802,-20.93933,-111.0,300,2454.9105985132937,135,21.19
