,Lon,Lat,RSRP,Region,Distance,Bearing,Gain
897,-51.7823,-30.8587,-96.23076923076924,478,1749.6326920158895,138,23.43
627,-51.7965,-30.8628,-89.5135135135135,379,1749.694816028019,186,8.89
626,-51.7966,-30.8628,-88.45161290322581,379,1750.663949627529,186,8.89
1071,-51.7809,-30.8575,-92.0909090909091,509,1752.7342488875333,132,25.0
672,-51.8025,-30.8614,-91.28125,405,1752.8336306578115,205,4.0
1081,-51.8086,-30.8574,-105.82539682539681,521,1753.2809496819805,229,0.4
1517,-51.8113,-30.8538,-102.23529411764706,609,1753.5784623129616,245,0.21
738,-51.8055,-30.8599,-105.64864864864865,433,1755.9412727076858,216,1.89
1900,-51.813,-30.8483,-102.9375,758,1755.97147261761,266,2.91
896,-51.7822,-30.8587,-93.83193277310923,478,1756.1287873186407,137,23.74
616,-51.7979,-30.8627,-96.91358024691358,378,1757.011751344085,190,7.82
734,-51.8054,-30.86,-102.67741935483869,433,1759.33300120046,215,2.05
1078,-51.7809,-30.8576,-92.4308943089431,509,1760.05029410647,132,25.0
562,-51.7966,-30.8629,-91.53125,349,1761.6908781605282,186,8.89
894,-51.7821,-30.8587,-94.94736842105264,478,1762.6528469575792,137,23.74
618,-51.7978,-30.8628,-96.17647058823529,378,1766.2966694956403,190,7.82
673,-51.8026,-30.8615,-91.41269841269842,405,1766.9422522210432,205,4.0
739,-51.8054,-30.8601,-104.3,433,1768.3604780135051,215,2.05
893,-51.782,-30.8587,-85.97087378640775,478,1769.204561573108,137,23.74
1750,-51.8128,-30.8504,-103.3,698,1770.0723666930935,258,1.48
1070,-51.7808,-30.8577,-95.29411764705885,509,1774.5586240139667,132,25.0
566,-51.7968,-30.863000000000003,-90.81,349,1774.7857900284891,186,8.89
953,-51.8088,-30.8575,-103.77272727272728,491,1775.0204939917335,229,0.4
1515,-51.8115,-30.8539,-100.2,609,1775.605187039669,245,0.21
556,-51.7977,-30.8629,-98.88095238095238,348,1775.653786768283,189,8.17
901,-51.7819,-30.8587,-84.34426229508195,478,1775.7836250648015,137,23.74
676,-51.8026,-30.8616,-95.33333333333331,405,1776.969062385539,205,4.0
736,-51.8054,-30.8602,-103.56756756756756,433,1777.4112585145908,215,2.05
1751,-51.8129,-30.8504,-104.3934426229508,698,1779.4317449327464,258,1.48
675,-51.8027,-30.8616,-92.734375,405,1781.0594837358112,205,4.0
1067,-51.7808,-30.8578,-94.17796610169492,509,1781.923016009021,132,25.0
962,-51.8089,-30.8575,-104.16666666666669,491,1782.3010815248997,229,0.4
899,-51.7818,-30.8587,-83.79069767441861,478,1782.389734589976,137,23.74
560,-51.7976,-30.863000000000003,-97.7924528301887,348,1785.0819676360602,189,8.17
737,-51.8054,-30.8603,-101.08602150537635,433,1786.4849885188364,215,2.05
563,-51.7969,-30.8631,-86.4375,349,1786.9045754491888,187,8.59
1746,-51.813,-30.8504,-105.5625,698,1788.7933035246479,258,1.48
927,-51.7817,-30.8587,-91.68888888888887,479,1789.0225905375657,136,23.86
564,-51.7971,-30.8631,-89.4761904761905,349,1789.2622281532658,187,8.59
959,-51.809,-30.8575,-106.66666666666669,491,1789.603173656676,230,0.28
565,-51.7972,-30.8631,-79.0,349,1790.516534152444,188,8.32
678,-51.8027,-30.8617,-92.1,405,1791.0758851240184,205,4.0
561,-51.7973,-30.8631,-76.85074626865672,348,1791.8210204316167,188,8.32
1516,-51.8117,-30.8539,-101.9,609,1792.9414182217113,245,0.21
555,-51.7975,-30.8631,-94.30158730158729,348,1794.5800919028623,188,8.32
732,-51.8054,-30.8604,-98.125,433,1795.5813201142194,214,2.21
928,-51.7816,-30.8587,-89.90697674418604,479,1795.6818965210473,136,23.86
1068,-51.7807,-30.8579,-94.66071428571428,509,1796.442448605365,132,25.0
960,-51.8091,-30.8575,-107.35294117647058,491,1796.9265082238583,230,0.28
1745,-51.8131,-30.8504,-105.8,698,1798.1570084146947,258,1.48
741,-51.8053,-30.8605,-98.77966101694916,433,1799.29080078635,214,2.21
603,-51.8027,-30.8618,-93.05050505050505,375,1801.1048272462185,205,4.0
923,-51.7815,-30.8587,-96.94029850746269,479,1802.367359362557,136,23.86
557,-51.7973,-30.8632,-79.48717948717949,348,1802.8007426736672,188,8.32
608,-51.8025,-30.8619,-95.44117647058823,375,1803.1432542175166,204,4.21
1072,-51.7807,-30.858,-94.3913043478261,509,1803.853771870014,132,25.0
558,-51.7974,-30.8632,-93.51388888888887,348,1804.1470547440963,188,8.32
1904,-51.8135,-30.8484,-93.05882352941177,758,1804.5184940198562,266,2.91
559,-51.7975,-30.8632,-97.74193548387095,348,1805.5430331375612,188,8.32
604,-51.8026,-30.8619,-98.08333333333331,375,1807.1237952520762,204,4.21
740,-51.8053,-30.8606,-96.22826086956522,433,1808.4586614718448,214,2.21
915,-51.7814,-30.8587,-95.188679245283,479,1809.0786890738161,136,23.86
961,-51.8093,-30.8575,-105.82352941176471,491,1811.6358734750365,230,0.28
606,-51.8025,-30.862,-96.0,375,1813.241037289218,204,4.21
1747,-51.8133,-30.8504,-106.42857142857143,698,1816.8907243442413,258,1.48
922,-51.7814,-30.8588,-96.52631578947368,479,1816.9797706605143,136,23.86
670,-51.8053,-30.8607,-93.45333333333332,403,1817.6479046751213,214,2.21
1076,-51.7806,-30.8581,-96.23188405797102,509,1818.3835759936546,133,24.69
957,-51.8094,-30.8575,-102.25454545454544,491,1819.0213971720734,230,0.28
1906,-51.8137,-30.8484,-98.0,758,1823.5886812679298,266,2.91
929,-51.7813,-30.8588,-89.59509202453987,479,1823.6874862141156,136,23.86
1074,-51.7805,-30.8581,-97.64705882352942,509,1825.4871735486877,132,25.0
